cu_num,M,N,K,q_dtype_w,kernelId,splitK,us,kernelName,tflops,bw,errRatio
80,512,7168,2304,torch.float8_e4m3fnuz,72,0,57.4769,a8w8_bpreshuffle_256x64x256x64_16x16_16x16_4x64x1_4x64x1_1x16x1x16_8x8x1_1x2_intrawave_v1,294.23,435.56,0.0
80,512,8192,1024,torch.float8_e4m3fnuz,85,0,37.882,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,226.76,456.72,0.0
80,1024,512,7168,torch.float8_e4m3fnuz,114,0,36.6616,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,205.02,328.92,0.0
80,1024,576,7168,torch.float8_e4m3fnuz,114,0,37.1872,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,227.38,340.13,0.0
80,1024,1280,8192,torch.float8_e4m3fnuz,85,0,68.1209,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,315.25,315.55,0.0
80,1024,1536,7168,torch.float8_e4m3fnuz,136,0,74.0965,a8w8_bpreshuffle_256x80x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,304.31,290.11,0.0
80,1024,2112,7168,torch.float8_e4m3fnuz,93,0,115.8099,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,267.72,231.45,0.0
80,1024,3072,1536,torch.float8_e4m3fnuz,85,0,38.8336,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,248.85,324.02,0.0
80,1024,4096,512,torch.float8_e4m3fnuz,85,0,24.9039,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,172.46,442.1,0.0
80,1024,4608,4096,torch.float8_e4m3fnuz,71,0,120.44,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,320.95,269.89,0.0
80,1024,4608,7168,torch.float8_e4m3fnuz,93,0,189.1551,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,357.62,263.31,0.0
80,1024,7168,256,torch.float8_e4m3fnuz,71,0,27.7779,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,135.29,603.98,0.0
80,1024,7168,2048,torch.float8_e4m3fnuz,71,0,98.0567,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,306.61,320.81,0.0
80,1024,7168,2304,torch.float8_e4m3fnuz,85,0,107.3839,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,314.97,312.47,0.0
80,1024,8192,1024,torch.float8_e4m3fnuz,71,0,67.0889,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,256.08,390.74,0.0
80,1024,9216,4096,torch.float8_e4m3fnuz,93,0,219.0276,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,352.97,277.67,0.0
80,1536,512,7168,torch.float8_e4m3fnuz,120,0,48.0728,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,234.53,338.09,0.0
80,1536,576,7168,torch.float8_e4m3fnuz,128,0,47.2304,a8w8_bpreshuffle_256x64x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,268.55,358.0,0.0
80,1536,1536,7168,torch.float8_e4m3fnuz,0,0,105.4423,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,320.77,253.59,0.0
80,1536,2112,7168,torch.float8_e4m3fnuz,68,0,148.9129,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,312.31,219.17,0.0
80,1536,3072,1536,torch.float8_e4m3fnuz,93,0,51.4668,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,281.65,320.89,0.0
80,1536,4096,512,torch.float8_e4m3fnuz,85,0,33.2015,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,194.04,465.84,0.0
80,1536,4608,7168,torch.float8_e4m3fnuz,85,0,279.9019,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,362.51,207.92,0.0
80,1536,7168,256,torch.float8_e4m3fnuz,71,0,37.3284,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,151.01,649.59,0.0
80,1536,7168,2048,torch.float8_e4m3fnuz,85,0,138.0452,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,326.68,288.64,0.0
80,1536,7168,2304,torch.float8_e4m3fnuz,85,0,150.2725,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,337.62,279.99,0.0
80,2048,512,7168,torch.float8_e4m3fnuz,85,0,58.1113,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,258.68,351.86,0.0
80,2048,576,7168,torch.float8_e4m3fnuz,129,0,60.7837,a8w8_bpreshuffle_256x80x192x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,278.22,348.25,0.0
80,2048,1280,8192,torch.float8_e4m3fnuz,0,0,119.2848,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,360.06,272.51,0.0
80,2048,1536,7168,torch.float8_e4m3fnuz,85,0,138.8692,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,324.75,230.3,0.0
80,2048,2112,7168,torch.float8_e4m3fnuz,93,0,186.5271,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,332.44,206.24,0.0
80,2048,3072,1536,torch.float8_e4m3fnuz,72,0,69.8541,a8w8_bpreshuffle_256x64x256x64_16x16_16x16_4x64x1_4x64x1_1x16x1x16_8x8x1_1x2_intrawave_v1,276.68,292.71,0.0
80,2048,4096,512,torch.float8_e4m3fnuz,71,0,43.6672,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,196.71,456.25,0.0
80,2048,4608,4096,torch.float8_e4m3fnuz,68,0,218.9032,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,353.17,210.77,0.0
80,2048,4608,7168,torch.float8_e4m3fnuz,93,0,366.0791,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,369.57,181.89,0.0
80,2048,7168,256,torch.float8_e4m3fnuz,71,0,48.0096,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,156.56,660.69,0.0
80,2048,7168,2048,torch.float8_e4m3fnuz,85,0,186.7051,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,322.06,258.35,0.0
80,2048,7168,2304,torch.float8_e4m3fnuz,85,0,199.0359,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,339.87,254.19,0.0
80,2048,8192,1024,torch.float8_e4m3fnuz,71,0,120.4715,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,285.21,365.57,0.0
80,2048,9216,4096,torch.float8_e4m3fnuz,68,0,425.2314,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,363.61,197.27,0.0
80,4096,512,7168,torch.float8_e4m3fnuz,85,0,101.7067,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,295.6,366.0,0.0
80,4096,576,7168,torch.float8_e4m3fnuz,93,0,113.3711,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,298.34,337.01,0.0
80,4096,1280,8192,torch.float8_e4m3fnuz,71,0,234.5689,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,366.2,232.45,0.0
80,4096,1536,7168,torch.float8_e4m3fnuz,85,0,256.917,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,351.06,206.11,0.0
80,4096,2112,7168,torch.float8_e4m3fnuz,93,0,329.2957,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,376.61,187.67,0.0
80,4096,3072,1536,torch.float8_e4m3fnuz,93,0,123.6652,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,312.58,292.53,0.0
80,4096,4096,512,torch.float8_e4m3fnuz,71,0,75.7421,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,226.82,498.39,0.0
80,4096,4608,4096,torch.float8_e4m3fnuz,85,0,420.6946,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,367.53,174.47,0.0
80,4096,4608,7168,torch.float8_e4m3fnuz,85,0,715.7879,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,378.02,139.9,0.0
80,4096,7168,256,torch.float8_e4m3fnuz,71,0,85.7258,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,175.35,718.61,0.0
80,4096,7168,2048,torch.float8_e4m3fnuz,71,0,345.3094,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,348.26,236.86,0.0
80,4096,7168,2304,torch.float8_e4m3fnuz,71,0,379.4759,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,356.52,223.13,0.0
80,4096,8192,1024,torch.float8_e4m3fnuz,71,0,227.2969,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,302.33,350.61,0.0
80,4096,9216,4096,torch.float8_e4m3fnuz,71,0,812.5832,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,380.56,160.01,0.0
80,4240,9216,4096,torch.float8_e4m3fnuz,93,0,903.6056,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,354.26,147.48,0.0
80,8192,512,7168,torch.float8_e4m3fnuz,85,0,195.7643,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,307.15,361.55,0.0
80,8192,576,7168,torch.float8_e4m3fnuz,93,0,191.4823,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,353.27,377.51,0.0
80,8192,1280,8192,torch.float8_e4m3fnuz,71,0,452.4299,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,379.72,217.86,0.0
80,8192,1536,7168,torch.float8_e4m3fnuz,72,0,501.1581,a8w8_bpreshuffle_256x64x256x64_16x16_16x16_4x64x1_4x64x1_1x16x1x16_8x8x1_1x2_intrawave_v1,359.94,189.35,0.0
80,8192,2112,7168,torch.float8_e4m3fnuz,68,0,649.3748,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,381.96,167.03,0.0
80,8192,3072,1536,torch.float8_e4m3fnuz,71,0,235.4545,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,328.34,287.25,0.0
80,8192,4096,512,torch.float8_e4m3fnuz,71,0,140.1016,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,245.25,523.91,0.0
80,8192,4608,7168,torch.float8_e4m3fnuz,93,0,1405.0902,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,385.15,119.03,0.0
80,8192,7168,256,torch.float8_e4m3fnuz,71,0,158.8437,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,189.27,764.1,0.0
80,8192,7168,2048,torch.float8_e4m3fnuz,71,0,665.8308,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,361.23,223.63,0.0
80,8192,7168,2304,torch.float8_e4m3fnuz,71,0,736.4592,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,367.41,207.52,0.0
80,8192,8192,1024,torch.float8_e4m3fnuz,71,0,434.801,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,316.1,347.27,0.0
80,16384,512,7168,torch.float8_e4m3fnuz,85,0,354.1062,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,339.61,389.4,0.0
80,16384,576,7168,torch.float8_e4m3fnuz,68,0,372.1747,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,363.52,377.36,0.0
80,16384,1280,8192,torch.float8_e4m3fnuz,71,0,902.6619,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,380.65,206.77,0.0
80,16384,1536,7168,torch.float8_e4m3fnuz,68,0,940.0969,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,383.77,190.17,0.0
80,16384,2112,7168,torch.float8_e4m3fnuz,93,0,1284.8613,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,386.09,157.05,0.0
80,16384,3072,1536,torch.float8_e4m3fnuz,71,0,450.9699,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,342.86,289.48,0.0
80,16384,4096,512,torch.float8_e4m3fnuz,71,0,268.2002,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,256.22,539.54,0.0
80,16384,4608,4096,torch.float8_e4m3fnuz,93,0,1613.6388,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,383.28,146.86,0.0
80,16384,4608,7168,torch.float8_e4m3fnuz,93,0,2770.8265,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,390.62,108.8,0.0
80,16384,7168,256,torch.float8_e4m3fnuz,71,0,306.2344,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,196.35,786.69,0.0
80,16384,7168,2048,torch.float8_e4m3fnuz,71,0,1322.9659,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,363.6,214.0,0.0
80,16384,7168,2304,torch.float8_e4m3fnuz,71,0,1464.8949,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,369.42,197.38,0.0
80,16384,8192,1024,torch.float8_e4m3fnuz,71,0,849.5169,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,323.57,345.61,0.0
80,16384,9216,4096,torch.float8_e4m3fnuz,71,0,3218.0651,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,384.38,126.43,0.0
80,20480,512,7168,torch.float8_e4m3fnuz,70,0,411.9813,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,364.88,416.14,0.0
80,20480,576,7168,torch.float8_e4m3fnuz,68,0,439.759,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,384.56,396.86,0.0
80,20480,1536,7168,torch.float8_e4m3fnuz,93,0,1157.9543,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,389.46,190.62,0.0
80,20480,3072,1536,torch.float8_e4m3fnuz,71,0,557.954,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,346.4,290.36,0.0
80,20480,4096,512,torch.float8_e4m3fnuz,71,0,331.5621,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,259.07,543.96,0.0
80,20480,4608,7168,torch.float8_e4m3fnuz,68,0,3421.2891,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,395.44,107.73,0.0
80,20480,7168,256,torch.float8_e4m3fnuz,71,0,381.5807,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,196.98,787.98,0.0
80,20480,7168,2048,torch.float8_e4m3fnuz,71,0,1639.9077,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,366.66,213.56,0.0
80,20480,7168,2304,torch.float8_e4m3fnuz,71,0,1805.4245,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,374.68,197.9,0.0
80,32768,512,7168,torch.float8_e4m3fnuz,70,0,664.7692,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,361.81,409.32,0.0
80,32768,2112,7168,torch.float8_e4m3fnuz,93,0,2566.2639,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,386.61,151.36,0.0
80,32768,4096,512,torch.float8_e4m3fnuz,71,0,523.3298,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,262.62,549.0,0.0
80,32768,4608,4096,torch.float8_e4m3fnuz,93,0,3207.2182,a8w8_bpreshuffle_256x64x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,385.68,141.89,0.0
80,32768,4608,7168,torch.float8_e4m3fnuz,68,0,5527.6346,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,391.61,103.1,0.0
80,32768,7168,256,torch.float8_e4m3fnuz,71,0,600.9077,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,200.13,798.77,0.0
80,32768,7168,2304,torch.float8_e4m3fnuz,71,0,2907.7206,a8w8_bpreshuffle_256x128x128x64_16x16_16x16_4x64x1_4x64x1_1x32x1x8_8x8x1_2x1_intrawave_v3,372.23,193.2,0.0
80,32768,9216,4096,torch.float8_e4m3fnuz,68,0,6437.3643,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,384.3,120.54,0.0
256,1,800,5120,torch.float8_e4m3fn,10,0,11.3133,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,0.72,362.65,0.0
256,1,1280,8192,torch.float8_e4m3fn,10,0,12.9809,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,1.62,808.61,0.0
256,1,2304,16384,torch.float8_e4m3fn,10,0,28.7056,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,2.63,1315.76,0.0
256,1,2560,8192,torch.float8_e4m3fn,10,0,12.8571,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,3.26,1632.16,0.0
256,1,4608,16384,torch.float8_e4m3fn,10,0,29.8957,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,5.05,2526.22,0.0
256,1,5120,640,torch.float8_e4m3fn,23,0,5.7466,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,1.14,572.11,0.0
256,1,5120,1280,torch.float8_e4m3fn,108,0,6.8374,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,1.92,960.18,0.0
256,1,5120,3200,torch.float8_e4m3fn,23,0,15.188,a8w8_bpreshuffle_128x16x32x128_16x16_16x16_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,2.16,1079.63,0.0
256,1,5120,5120,torch.float8_e4m3fn,10,0,11.7201,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,4.47,2238.02,0.0
256,1,5120,6400,torch.float8_e4m3fn,108,0,19.1846,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,3.42,1708.9,0.0
256,1,5120,25600,torch.float8_e4m3fn,10,0,46.1466,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,5.68,2841.12,0.0
256,1,6400,5120,torch.float8_e4m3fn,24,0,12.5759,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,5.21,2607.04,0.0
256,1,7168,8192,torch.float8_e4m3fn,24,0,15.0501,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,7.8,3903.15,0.0
256,1,8192,1024,torch.float8_e4m3fn,108,0,5.9704,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,2.81,1407.95,0.0
256,1,8192,2048,torch.float8_e4m3fn,10,0,5.8009,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,5.78,2895.35,0.0
256,1,8192,3584,torch.float8_e4m3fn,10,0,7.8125,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,7.52,3760.65,0.0
256,1,8192,7168,torch.float8_e4m3fn,24,0,13.9797,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,8.4,4202.08,0.0
256,1,8192,8192,torch.float8_e4m3fn,10,0,14.8978,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,9.01,4506.27,0.0
256,1,8192,28672,torch.float8_e4m3fn,10,0,46.0411,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,10.2,5102.53,0.0
256,1,9216,16384,torch.float8_e4m3fn,10,0,35.2763,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,8.56,4281.34,0.0
256,1,10240,8192,torch.float8_e4m3fn,10,0,16.9524,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,9.9,4950.02,0.0
256,1,12800,5120,torch.float8_e4m3fn,10,0,14.7141,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,8.91,4456.05,0.0
256,1,13312,16384,torch.float8_e4m3fn,10,0,40.7795,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,10.7,5349.42,0.0
256,1,14336,8192,torch.float8_e4m3fn,10,0,21.766,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,10.79,5397.29,0.0
256,1,16384,2048,torch.float8_e4m3fn,24,0,9.9256,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,6.76,3384.1,0.0
